record_id,country_code,country_name,region,income_level,date,year,month,week,latitude,longitude,population_millions,temperature_celsius,temp_anomaly_celsius,precipitation_mm,heat_wave_days,drought_indicator,flood_indicator,extreme_weather_events,pm25_ugm3,air_quality_index,respiratory_disease_rate,cardio_mortality_rate,vector_disease_risk_score,waterborne_disease_incidents,heat_related_admissions,healthcare_access_index,gdp_per_capita_usd,mental_health_index,food_security_index
887,ind,india,south asia,lower-middle,2021-03-07,2021,3,9,20.59,78.96,1380,18.92,0.36,125.1,0,0,0,0,83.5,125.0,75.4,25.8,2.0,20.9,12.8,51.0,2774.0,70.4,97.7
888,ind,india,south asia,lower-middle,2021-03-14,2021,3,10,20.59,78.96,1380,14.96,0.26,74.5,0,0,0,0,80.9,109.0,67.6,24.4,5.6,18.0,6.4,49.0,2774.0,81.2,83.3
889,ind,india,south asia,lower-middle,2021-03-21,2021,3,11,20.59,78.96,1380,15.57,-0.03,138.5,0,0,0,0,110.3,167.0,92.0,42.6,10.1,22.4,0.0,51.2,2774.0,68.0,85.2
890,ind,india,south asia,lower-middle,2021-03-28,2021,3,12,20.59,78.96,1380,18.39,0.09,145.0,0,0,0,0,36.2,43.0,45.1,40.4,0.3,38.0,14.1,47.9,2774.0,67.4,94.0
891,ind,india,south asia,lower-middle,2021-04-04,2021,4,13,20.59,78.96,1380,17.94,0.17,141.0,2,0,0,2,123.8,194.0,102.7,38.7,6.5,19.4,38.8,51.1,2778.0,62.0,94.7
892,ind,india,south asia,lower-middle,2021-04-11,2021,4,14,20.59,78.96,1380,18.31,0.06,117.1,0,0,0,0,56.3,103.0,60.2,37.1,0.0,23.1,4.9,42.8,2778.0,76.8,98.3
893,ind,india,south asia,lower-middle,2021-04-18,2021,4,15,20.59,78.96,1380,22.17,0.66,128.1,1,0,0,1,109.1,171.0,93.4,29.3,51.3,26.1,27.8,45.2,2778.0,72.3,83.6
894,ind,india,south asia,lower-middle,2021-04-25,2021,4,16,20.59,78.96,1380,19.87,0.9,81.1,0,0,0,0,120.6,183.0,89.6,32.8,6.5,32.4,18.0,45.3,2778.0,74.0,91.4
895,ind,india,south asia,lower-middle,2021-05-02,2021,5,17,20.59,78.96,1380,17.59,0.36,114.2,0,0,0,0,108.2,187.0,89.7,38.1,5.3,21.0,9.6,52.2,2783.0,66.0,97.7
896,ind,india,south asia,lower-middle,2021-05-09,2021,5,18,20.59,78.96,1380,20.18,0.75,51.2,0,0,0,0,165.3,245.0,97.5,37.3,30.9,32.1,14.2,48.8,2783.0,73.5,93.5
897,ind,india,south asia,lower-middle,2021-05-16,2021,5,19,20.59,78.96,1380,18.29,0.12,71.6,1,0,0,1,96.0,135.0,80.6,37.0,6.3,29.0,22.0,46.2,2783.0,70.6,89.1
898,ind,india,south asia,lower-middle,2021-05-23,2021,5,20,20.59,78.96,1380,19.19,0.02,55.7,1,0,0,1,95.2,156.0,61.4,26.4,5.4,32.1,26.1,49.2,2783.0,77.0,91.0
899,ind,india,south asia,lower-middle,2021-05-30,2021,5,21,20.59,78.96,1380,18.71,-0.32,71.9,0,0,0,0,76.7,121.0,89.1,26.6,7.1,30.4,16.2,43.2,2783.0,68.4,84.5
900,ind,india,south asia,lower-middle,2021-06-06,2021,6,22,20.59,78.96,1380,15.65,0.72,63.3,0,0,0,0,124.9,173.0,88.5,37.1,3.0,25.9,3.9,50.0,2787.0,73.5,91.1
901,ind,india,south asia,lower-middle,2021-06-13,2021,6,23,20.59,78.96,1380,18.4,0.46,71.8,1,0,0,1,103.5,154.0,83.9,46.4,6.1,14.9,16.8,43.9,2787.0,59.8,88.3
902,ind,india,south asia,lower-middle,2021-06-20,2021,6,24,20.59,78.96,1380,12.61,-0.63,99.4,0,0,0,0,100.1,155.0,79.0,19.9,6.5,34.6,2.0,47.1,2787.0,67.9,82.8
903,ind,india,south asia,lower-middle,2021-06-27,2021,6,25,20.59,78.96,1380,14.3,0.67,90.9,0,0,0,0,121.8,193.0,91.6,30.0,5.5,20.8,3.4,45.9,2787.0,71.7,98.3
904,ind,india,south asia,lower-middle,2021-07-04,2021,7,26,20.59,78.96,1380,13.4,0.87,101.0,0,0,0,0,120.6,190.0,99.2,28.9,0.8,25.0,0.0,48.5,2791.0,76.2,96.1
905,ind,india,south asia,lower-middle,2021-07-11,2021,7,27,20.59,78.96,1380,10.73,0.1,75.0,0,0,0,0,108.2,171.0,80.7,35.2,6.3,22.0,2.9,52.7,2791.0,63.2,89.5
906,ind,india,south asia,lower-middle,2021-07-18,2021,7,28,20.59,78.96,1380,9.09,0.29,85.1,0,0,0,0,81.5,121.0,72.9,28.7,11.9,21.2,0.0,50.1,2791.0,68.0,84.5
907,ind,india,south asia,lower-middle,2021-07-25,2021,7,29,20.59,78.96,1380,10.93,0.59,111.1,0,0,0,0,171.4,261.0,94.8,35.2,4.2,29.7,0.0,44.8,2791.0,81.8,94.2
908,ind,india,south asia,lower-middle,2021-08-01,2021,8,30,20.59,78.96,1380,7.35,0.54,95.2,0,0,0,0,69.1,114.0,51.3,32.3,8.3,22.3,0.0,51.7,2795.0,70.7,86.9
909,ind,india,south asia,lower-middle,2021-08-08,2021,8,31,20.59,78.96,1380,6.2,-0.25,0.0,0,0,0,0,124.2,202.0,86.0,33.8,5.6,22.7,0.0,53.2,2795.0,64.2,100.0
910,ind,india,south asia,lower-middle,2021-08-15,2021,8,32,20.59,78.96,1380,8.44,-0.52,38.7,0,0,0,0,87.9,134.0,67.1,24.1,2.3,23.8,0.0,52.3,2795.0,68.9,97.6
911,ind,india,south asia,lower-middle,2021-08-22,2021,8,33,20.59,78.96,1380,5.01,0.3,28.0,0,0,0,0,104.5,145.0,87.8,32.6,4.8,31.5,0.0,51.9,2795.0,65.8,86.5
912,ind,india,south asia,lower-middle,2021-08-29,2021,8,34,20.59,78.96,1380,8.1,0.41,103.1,0,0,0,0,140.3,217.0,83.7,25.5,3.8,28.8,0.0,49.1,2795.0,72.1,95.8
913,ind,india,south asia,lower-middle,2021-09-05,2021,9,35,20.59,78.96,1380,6.8,0.55,0.0,0,0,0,0,109.7,162.0,73.5,34.8,4.9,20.6,0.0,49.1,2799.0,70.3,87.9
914,ind,india,south asia,lower-middle,2021-09-12,2021,9,36,20.59,78.96,1380,8.43,0.59,37.2,0,0,0,0,87.8,119.0,71.5,35.5,7.3,21.4,0.0,45.5,2799.0,65.5,86.9
915,ind,india,south asia,lower-middle,2021-09-19,2021,9,37,20.59,78.96,1380,1.99,-0.32,40.0,0,0,0,0,87.1,153.0,66.8,29.3,9.0,25.5,0.0,46.8,2799.0,70.7,87.1
916,ind,india,south asia,lower-middle,2021-09-26,2021,9,38,20.59,78.96,1380,6.03,-0.16,68.2,0,0,0,0,126.3,192.0,97.6,26.5,7.4,28.9,0.0,55.7,2799.0,67.9,91.6
917,ind,india,south asia,lower-middle,2021-10-03,2021,10,39,20.59,78.96,1380,4.32,-0.09,75.4,0,0,0,0,106.6,173.0,96.7,20.0,4.9,23.9,0.0,50.1,2803.0,60.4,82.0
918,ind,india,south asia,lower-middle,2021-10-10,2021,10,40,20.59,78.96,1380,3.82,-0.26,43.3,0,0,0,0,94.0,160.0,72.0,36.2,4.9,21.8,0.0,47.6,2803.0,77.6,93.4
919,ind,india,south asia,lower-middle,2021-10-17,2021,10,41,20.59,78.96,1380,5.33,-1.04,1.6,0,0,0,0,100.9,139.0,61.6,32.7,2.8,26.2,0.0,48.2,2803.0,77.6,89.2
920,ind,india,south asia,lower-middle,2021-10-24,2021,10,42,20.59,78.96,1380,5.76,0.78,38.1,0,0,0,0,88.5,110.0,64.3,38.2,4.0,22.0,0.0,49.0,2803.0,70.4,88.8
921,ind,india,south asia,lower-middle,2021-10-31,2021,10,43,20.59,78.96,1380,8.54,0.91,0.0,0,0,0,0,128.2,190.0,85.8,37.8,5.7,23.6,0.0,54.7,2803.0,64.4,94.1
922,ind,india,south asia,lower-middle,2021-11-07,2021,11,44,20.59,78.96,1380,3.98,-0.65,35.9,0,0,0,0,82.3,104.0,60.7,25.8,3.8,26.9,0.0,46.7,2807.0,63.9,89.9
923,ind,india,south asia,lower-middle,2021-11-14,2021,11,45,20.59,78.96,1380,8.02,-0.69,0.0,0,0,0,0,79.8,124.0,71.0,25.1,6.3,32.7,0.0,50.8,2807.0,77.4,84.7
924,ind,india,south asia,lower-middle,2021-11-21,2021,11,46,20.59,78.96,1380,8.01,0.31,95.9,0,0,0,0,95.3,137.0,83.9,22.7,4.3,24.4,0.0,49.4,2807.0,75.3,84.6
925,ind,india,south asia,lower-middle,2021-11-28,2021,11,47,20.59,78.96,1380,9.07,0.82,58.2,0,0,0,0,131.8,208.0,90.8,28.6,0.7,25.6,0.0,49.3,2807.0,74.6,93.7
926,ind,india,south asia,lower-middle,2021-12-05,2021,12,48,20.59,78.96,1380,7.01,0.4,32.2,0,0,0,0,94.6,127.0,77.0,37.8,5.0,22.8,0.0,50.2,2811.0,72.8,86.0
927,ind,india,south asia,lower-middle,2021-12-12,2021,12,49,20.59,78.96,1380,9.51,0.56,62.4,0,0,0,0,106.0,166.0,102.9,37.2,4.7,25.0,0.0,47.5,2811.0,65.3,87.2
928,ind,india,south asia,lower-middle,2021-12-19,2021,12,50,20.59,78.96,1380,12.45,-0.4,111.8,0,0,0,0,116.4,175.0,84.9,25.2,5.8,30.5,0.0,50.8,2811.0,62.3,93.5
929,ind,india,south asia,lower-middle,2021-12-26,2021,12,51,20.59,78.96,1380,9.86,-0.23,50.8,0,0,0,0,91.7,133.0,74.9,25.6,2.7,23.9,0.0,51.4,2811.0,68.4,95.7
930,ind,india,south asia,lower-middle,2022-01-02,2022,1,52,20.59,78.96,1380,9.88,0.4,99.5,0,0,0,0,89.2,111.0,76.8,32.0,1.6,17.8,0.0,49.6,2815.0,68.8,87.9
931,ind,india,south asia,lower-middle,2022-01-09,2022,1,1,20.59,78.96,1380,11.82,-0.08,102.2,0,0,0,0,90.8,111.0,72.5,24.3,5.8,26.6,0.0,54.5,2815.0,73.8,84.4
932,ind,india,south asia,lower-middle,2022-01-16,2022,1,2,20.59,78.96,1380,14.87,-0.48,56.6,0,0,0,0,117.4,170.0,84.2,35.7,2.9,25.3,11.5,51.3,2815.0,71.4,81.9
933,ind,india,south asia,lower-middle,2022-01-23,2022,1,3,20.59,78.96,1380,13.55,0.85,70.7,0,0,0,0,180.1,292.0,96.1,34.3,7.3,29.0,4.0,48.7,2815.0,76.3,89.3
934,ind,india,south asia,lower-middle,2022-01-30,2022,1,4,20.59,78.96,1380,16.04,0.57,110.7,0,0,0,0,105.1,170.0,61.0,34.4,5.7,33.4,0.0,51.3,2815.0,77.8,90.3
935,ind,india,south asia,lower-middle,2022-02-06,2022,2,5,20.59,78.96,1380,20.9,0.42,115.8,0,0,0,0,102.9,152.0,65.7,32.3,27.1,22.7,15.9,50.7,2820.0,64.7,81.9
936,ind,india,south asia,lower-middle,2022-02-13,2022,2,6,20.59,78.96,1380,18.34,0.14,122.8,1,0,0,1,128.9,189.0,109.7,32.4,2.4,29.3,18.8,48.8,2820.0,74.8,92.0
937,ind,india,south asia,lower-middle,2022-02-20,2022,2,7,20.59,78.96,1380,21.99,-0.11,45.8,1,0,0,1,132.9,186.0,89.4,29.2,39.9,28.3,27.8,52.1,2820.0,70.6,84.2
938,ind,india,south asia,lower-middle,2022-02-27,2022,2,8,20.59,78.96,1380,21.09,1.29,127.7,2,0,0,2,84.4,126.0,70.3,37.8,32.4,21.9,33.6,45.0,2820.0,67.4,92.5
939,ind,india,south asia,lower-middle,2022-03-06,2022,3,9,20.59,78.96,1380,19.76,0.21,106.7,1,0,0,1,94.4,118.0,83.9,35.8,6.5,30.2,23.2,51.9,2824.0,71.9,90.7
940,ind,india,south asia,lower-middle,2022-03-13,2022,3,10,20.59,78.96,1380,17.2,-0.3,165.4,0,0,0,0,86.8,136.0,70.0,16.7,6.2,29.8,9.4,43.7,2824.0,67.0,88.3
941,ind,india,south asia,lower-middle,2022-03-20,2022,3,11,20.59,78.96,1380,19.95,-0.41,98.1,4,0,0,4,71.2,92.0,71.7,36.5,7.8,21.9,39.9,49.0,2824.0,84.4,93.9
942,ind,india,south asia,lower-middle,2022-03-27,2022,3,12,20.59,78.96,1380,22.5,0.08,145.9,3,0,0,3,88.0,110.0,101.8,30.2,28.5,24.0,38.9,52.8,2824.0,68.2,93.4
943,ind,india,south asia,lower-middle,2022-04-03,2022,4,13,20.59,78.96,1380,22.42,-0.01,121.5,0,0,0,0,105.9,169.0,65.0,21.0,33.9,24.8,19.1,54.7,2828.0,71.0,83.0
944,ind,india,south asia,lower-middle,2022-04-10,2022,4,14,20.59,78.96,1380,23.71,-0.51,63.7,1,0,0,1,106.5,164.0,79.5,29.7,47.0,27.1,33.0,44.9,2828.0,61.2,100.0
945,ind,india,south asia,lower-middle,2022-04-17,2022,4,15,20.59,78.96,1380,20.81,0.07,115.3,0,0,0,0,118.7,184.0,77.4,33.3,31.3,30.8,23.1,50.4,2828.0,67.1,90.3
946,ind,india,south asia,lower-middle,2022-04-24,2022,4,16,20.59,78.96,1380,21.43,0.15,122.7,1,0,0,1,127.9,202.0,97.4,35.9,35.0,26.6,20.1,49.6,2828.0,75.8,76.0
947,ind,india,south asia,lower-middle,2022-05-01,2022,5,17,20.59,78.96,1380,22.05,-0.53,126.9,3,0,0,3,77.6,119.0,58.9,26.9,48.6,27.3,51.5,57.3,2832.0,76.9,88.2
948,ind,india,south asia,lower-middle,2022-05-08,2022,5,18,20.59,78.96,1380,19.3,-0.33,93.3,0,0,0,0,49.7,58.0,77.0,33.8,4.6,23.2,9.0,55.0,2832.0,69.1,87.6
949,ind,india,south asia,lower-middle,2022-05-15,2022,5,19,20.59,78.96,1380,16.16,0.34,161.9,0,0,0,0,107.0,182.0,74.9,32.7,6.9,22.3,9.4,51.2,2832.0,70.8,82.6
950,ind,india,south asia,lower-middle,2022-05-22,2022,5,20,20.59,78.96,1380,15.73,0.62,85.5,0,0,0,0,98.9,169.0,84.6,27.7,2.0,22.0,8.1,46.3,2832.0,71.8,85.7
951,ind,india,south asia,lower-middle,2022-05-29,2022,5,21,20.59,78.96,1380,17.72,0.06,166.5,0,0,0,0,87.6,108.0,65.1,36.2,10.3,21.1,7.8,52.0,2832.0,64.2,80.9
952,ind,india,south asia,lower-middle,2022-06-05,2022,6,22,20.59,78.96,1380,16.77,0.16,55.6,0,0,0,0,149.9,217.0,100.3,23.5,4.4,26.5,9.9,46.4,2836.0,70.8,92.4
953,ind,india,south asia,lower-middle,2022-06-12,2022,6,23,20.59,78.96,1380,15.83,0.21,100.1,0,0,0,0,101.8,134.0,67.4,20.0,7.5,29.2,10.6,46.8,2836.0,71.5,79.3
954,ind,india,south asia,lower-middle,2022-06-19,2022,6,24,20.59,78.96,1380,14.84,0.22,81.9,0,0,0,0,112.9,169.0,85.1,27.9,7.9,22.9,0.0,52.8,2836.0,66.1,88.2
955,ind,india,south asia,lower-middle,2022-06-26,2022,6,25,20.59,78.96,1380,13.47,0.06,46.3,0,0,0,0,130.4,186.0,88.1,37.7,6.5,16.9,0.0,51.8,2836.0,69.7,83.9
956,ind,india,south asia,lower-middle,2022-07-03,2022,7,26,20.59,78.96,1380,12.68,0.23,57.8,0,0,0,0,152.0,271.0,92.8,32.9,5.3,23.7,0.0,51.0,2840.0,64.6,84.3
957,ind,india,south asia,lower-middle,2022-07-10,2022,7,27,20.59,78.96,1380,10.59,-1.14,87.5,0,0,0,0,101.5,173.0,84.2,16.9,0.0,21.4,0.0,53.2,2840.0,74.7,89.9
958,ind,india,south asia,lower-middle,2022-07-17,2022,7,28,20.59,78.96,1380,8.04,0.63,91.1,0,0,0,0,51.3,97.0,66.3,35.1,2.4,31.4,0.0,46.9,2840.0,74.2,94.1
959,ind,india,south asia,lower-middle,2022-07-24,2022,7,29,20.59,78.96,1380,13.74,0.27,84.5,0,0,0,0,64.9,129.0,57.2,36.5,2.0,21.9,6.1,53.1,2840.0,75.1,83.6
960,ind,india,south asia,lower-middle,2022-07-31,2022,7,30,20.59,78.96,1380,11.0,-0.32,108.5,0,0,0,0,61.9,83.0,73.4,24.1,5.8,26.2,0.0,50.5,2840.0,74.2,88.8
961,ind,india,south asia,lower-middle,2022-08-07,2022,8,31,20.59,78.96,1380,10.39,0.55,80.1,0,0,0,0,75.3,121.0,63.8,26.3,4.8,20.5,0.0,47.3,2844.0,74.1,80.4
962,ind,india,south asia,lower-middle,2022-08-14,2022,8,32,20.59,78.96,1380,4.43,-0.08,66.4,0,0,0,0,100.7,142.0,93.2,18.1,8.7,22.3,0.0,46.1,2844.0,67.4,97.7
963,ind,india,south asia,lower-middle,2022-08-21,2022,8,33,20.59,78.96,1380,6.71,0.42,1.1,0,1,0,1,96.8,117.0,71.2,30.2,2.9,23.3,0.0,45.3,2844.0,71.0,82.5
964,ind,india,south asia,lower-middle,2022-08-28,2022,8,34,20.59,78.96,1380,5.27,0.77,0.0,0,0,0,0,111.5,163.0,81.8,38.9,4.5,36.8,0.0,49.7,2844.0,75.3,94.0
965,ind,india,south asia,lower-middle,2022-09-04,2022,9,35,20.59,78.96,1380,4.46,0.32,59.5,0,0,0,0,93.8,143.0,90.5,42.0,7.6,34.3,0.0,47.1,2848.0,73.5,96.6
966,ind,india,south asia,lower-middle,2022-09-11,2022,9,36,20.59,78.96,1380,4.29,1.02,13.0,0,0,0,0,154.1,208.0,112.0,33.6,11.2,28.2,0.0,47.8,2848.0,70.0,89.9
967,ind,india,south asia,lower-middle,2022-09-18,2022,9,37,20.59,78.96,1380,2.86,-0.03,76.7,0,0,0,0,69.7,125.0,72.4,33.8,7.5,29.7,0.0,46.7,2848.0,70.3,94.4
968,ind,india,south asia,lower-middle,2022-09-25,2022,9,38,20.59,78.96,1380,2.45,-0.08,48.8,0,0,0,0,158.3,238.0,117.5,32.2,3.6,30.8,0.0,45.3,2848.0,71.3,83.3
969,ind,india,south asia,lower-middle,2022-10-02,2022,10,39,20.59,78.96,1380,5.91,0.71,98.4,0,0,0,0,80.1,142.0,87.2,31.1,9.2,29.8,0.0,43.4,2852.0,80.8,95.5
970,ind,india,south asia,lower-middle,2022-10-09,2022,10,40,20.59,78.96,1380,5.53,-0.63,44.9,0,0,0,0,113.4,161.0,73.7,24.2,4.0,24.4,0.0,53.7,2852.0,72.9,88.4
971,ind,india,south asia,lower-middle,2022-10-16,2022,10,41,20.59,78.96,1380,5.0,0.62,32.2,0,0,0,0,182.1,280.0,121.0,29.6,3.7,23.8,0.0,53.7,2852.0,68.9,85.8
972,ind,india,south asia,lower-middle,2022-10-23,2022,10,42,20.59,78.96,1380,5.5,0.05,24.6,0,0,0,0,81.8,137.0,74.3,36.3,6.3,25.0,0.0,47.3,2852.0,72.4,87.9
973,ind,india,south asia,lower-middle,2022-10-30,2022,10,43,20.59,78.96,1380,7.02,0.08,46.0,0,0,0,0,138.0,205.0,91.6,27.4,6.3,26.8,0.0,52.2,2852.0,67.1,87.7
974,ind,india,south asia,lower-middle,2022-11-06,2022,11,44,20.59,78.96,1380,6.82,-0.29,86.7,0,0,0,0,60.2,102.0,55.4,38.0,0.4,30.8,0.0,51.7,2857.0,68.2,90.9
975,ind,india,south asia,lower-middle,2022-11-13,2022,11,45,20.59,78.96,1380,5.11,-0.25,70.1,0,0,0,0,63.3,86.0,99.4,23.9,8.4,22.1,0.0,49.2,2857.0,73.3,95.6
976,ind,india,south asia,lower-middle,2022-11-20,2022,11,46,20.59,78.96,1380,11.59,-0.14,61.1,0,0,0,0,113.9,154.0,81.3,30.1,3.7,37.2,0.0,49.8,2857.0,75.9,94.2
977,ind,india,south asia,lower-middle,2022-11-27,2022,11,47,20.59,78.96,1380,6.65,-0.23,42.4,0,0,0,0,66.9,85.0,55.2,35.6,6.9,29.0,0.0,48.0,2857.0,70.8,97.3
978,ind,india,south asia,lower-middle,2022-12-04,2022,12,48,20.59,78.96,1380,9.43,0.53,22.4,0,0,0,0,115.5,186.0,97.1,33.5,8.9,39.4,0.0,50.2,2861.0,70.5,89.5
979,ind,india,south asia,lower-middle,2022-12-11,2022,12,49,20.59,78.96,1380,12.55,0.2,72.2,0,0,0,0,99.3,156.0,74.8,24.9,6.3,34.9,0.0,50.0,2861.0,64.8,99.5
980,ind,india,south asia,lower-middle,2022-12-18,2022,12,50,20.59,78.96,1380,12.92,-0.2,71.4,0,0,0,0,140.7,213.0,93.7,21.5,7.4,21.1,6.1,52.1,2861.0,71.0,91.4
981,ind,india,south asia,lower-middle,2022-12-25,2022,12,51,20.59,78.96,1380,12.73,1.02,122.7,0,0,0,0,65.0,95.0,77.9,30.4,0.3,21.2,0.0,44.5,2861.0,49.7,84.4
982,ind,india,south asia,lower-middle,2023-01-01,2023,1,52,20.59,78.96,1380,15.24,0.63,89.0,0,0,0,0,104.7,165.0,71.4,39.4,5.3,29.6,9.6,50.5,2865.0,72.7,91.5
983,ind,india,south asia,lower-middle,2023-01-08,2023,1,1,20.59,78.96,1380,13.78,0.4,91.7,0,0,0,0,89.5,143.0,79.7,38.1,0.0,25.2,0.0,45.5,2865.0,67.4,92.7
984,ind,india,south asia,lower-middle,2023-01-15,2023,1,2,20.59,78.96,1380,15.12,0.18,58.7,0,0,0,0,112.2,157.0,105.6,36.9,5.2,22.9,7.5,46.8,2865.0,73.8,91.2
985,ind,india,south asia,lower-middle,2023-01-22,2023,1,3,20.59,78.96,1380,15.35,0.2,103.5,0,0,0,0,107.1,172.0,95.6,36.1,6.8,18.7,11.3,49.9,2865.0,74.1,88.7
986,ind,india,south asia,lower-middle,2023-01-29,2023,1,4,20.59,78.96,1380,16.77,-0.06,46.7,0,0,0,0,82.7,111.0,55.1,24.1,8.4,27.5,3.4,53.4,2865.0,66.6,96.1
987,ind,india,south asia,lower-middle,2023-02-05,2023,2,5,20.59,78.96,1380,17.6,0.75,80.3,0,0,0,0,109.6,142.0,79.2,33.9,0.0,28.0,13.7,51.1,2869.0,75.1,100.0
988,ind,india,south asia,lower-middle,2023-02-12,2023,2,6,20.59,78.96,1380,18.08,-0.64,118.7,0,0,0,0,108.5,198.0,92.6,33.1,4.4,22.0,7.0,47.7,2869.0,67.6,79.7
989,ind,india,south asia,lower-middle,2023-02-19,2023,2,7,20.59,78.96,1380,17.76,0.08,114.3,1,0,0,1,106.2,159.0,78.0,22.1,3.3,20.2,20.5,52.1,2869.0,74.0,94.6
990,ind,india,south asia,lower-middle,2023-02-26,2023,2,8,20.59,78.96,1380,19.19,-0.1,90.8,0,0,0,0,114.6,190.0,75.4,27.0,0.2,23.6,15.9,50.2,2869.0,68.2,98.7
991,ind,india,south asia,lower-middle,2023-03-05,2023,3,9,20.59,78.96,1380,19.74,-0.01,74.9,0,0,0,0,102.8,151.0,74.6,31.0,5.2,24.9,16.3,54.0,2873.0,67.9,87.5
992,ind,india,south asia,lower-middle,2023-03-12,2023,3,10,20.59,78.96,1380,21.45,0.58,154.4,1,0,0,1,108.7,150.0,66.0,33.2,46.0,29.8,19.4,51.7,2873.0,73.1,95.6
993,ind,india,south asia,lower-middle,2023-03-19,2023,3,11,20.59,78.96,1380,21.44,0.1,105.2,0,0,0,0,118.6,162.0,75.8,30.2,27.1,20.6,18.1,56.0,2873.0,62.5,84.9
994,ind,india,south asia,lower-middle,2023-03-26,2023,3,12,20.59,78.96,1380,21.68,-0.21,132.3,1,0,0,1,90.4,150.0,58.7,25.2,39.9,26.7,21.5,49.0,2873.0,70.8,86.8
995,ind,india,south asia,lower-middle,2023-04-02,2023,4,13,20.59,78.96,1380,22.86,0.62,90.1,0,0,0,0,75.6,126.0,68.3,36.0,48.4,26.0,10.3,49.7,2877.0,60.2,86.6
996,ind,india,south asia,lower-middle,2023-04-09,2023,4,14,20.59,78.96,1380,23.14,0.31,198.2,0,0,0,0,69.2,107.0,88.3,40.6,49.8,29.3,22.1,48.3,2877.0,64.6,90.0
997,ind,india,south asia,lower-middle,2023-04-16,2023,4,15,20.59,78.96,1380,20.43,-0.26,123.4,0,0,0,0,103.0,165.0,69.8,30.0,46.8,27.9,15.9,52.1,2877.0,73.2,92.2
998,ind,india,south asia,lower-middle,2023-04-23,2023,4,16,20.59,78.96,1380,16.21,-0.61,147.4,0,0,0,0,52.9,85.0,62.3,22.0,6.0,26.0,17.7,50.9,2877.0,66.9,97.2
999,ind,india,south asia,lower-middle,2023-04-30,2023,4,17,20.59,78.96,1380,18.53,0.57,132.2,0,0,0,0,94.5,144.0,78.9,36.7,3.7,25.2,12.1,51.0,2877.0,66.4,84.2
1000,ind,india,south asia,lower-middle,2023-05-07,2023,5,18,20.59,78.96,1380,21.36,-0.14,106.1,1,0,0,1,104.6,163.0,88.7,34.3,24.0,34.6,26.8,49.3,2881.0,73.1,86.1
1001,ind,india,south asia,lower-middle,2023-05-14,2023,5,19,20.59,78.96,1380,19.5,-0.73,82.6,0,0,0,0,85.3,135.0,70.6,39.8,3.3,22.9,9.3,47.7,2881.0,76.4,88.1
1002,ind,india,south asia,lower-middle,2023-05-21,2023,5,20,20.59,78.96,1380,19.47,-0.52,125.0,2,0,0,2,118.8,188.0,99.3,35.7,5.3,27.5,34.6,52.5,2881.0,71.0,95.9
1003,ind,india,south asia,lower-middle,2023-05-28,2023,5,21,20.59,78.96,1380,16.03,-0.48,103.0,0,0,0,0,69.9,106.0,70.9,34.1,6.5,29.9,4.3,51.1,2881.0,77.6,94.4
1004,ind,india,south asia,lower-middle,2023-06-04,2023,6,22,20.59,78.96,1380,12.85,0.76,151.4,0,0,0,0,76.6,126.0,57.9,31.7,0.0,21.5,3.6,50.3,2885.0,72.5,90.2
1005,ind,india,south asia,lower-middle,2023-06-11,2023,6,23,20.59,78.96,1380,11.81,-0.02,73.4,0,0,0,0,88.8,142.0,68.0,26.9,0.0,23.6,0.0,50.1,2885.0,70.4,85.2
1006,ind,india,south asia,lower-middle,2023-06-18,2023,6,24,20.59,78.96,1380,14.37,1.01,104.1,0,0,0,0,53.2,61.0,66.5,30.4,0.0,31.8,7.0,51.1,2885.0,72.6,86.9
1007,ind,india,south asia,lower-middle,2023-06-25,2023,6,25,20.59,78.96,1380,12.3,0.27,56.8,0,0,0,0,146.5,196.0,106.3,31.6,3.5,25.9,3.0,47.2,2885.0,76.8,91.5
1008,ind,india,south asia,lower-middle,2023-07-02,2023,7,26,20.59,78.96,1380,12.86,1.08,120.1,0,0,0,0,118.7,190.0,92.6,41.2,3.6,18.3,0.8,47.7,2889.0,65.9,84.7
1009,ind,india,south asia,lower-middle,2023-07-09,2023,7,27,20.59,78.96,1380,16.76,0.24,85.7,0,0,0,0,72.3,81.0,63.5,38.4,6.0,28.0,11.9,47.9,2889.0,67.0,96.9
1010,ind,india,south asia,lower-middle,2023-07-16,2023,7,28,20.59,78.96,1380,13.65,0.39,16.4,0,0,0,0,109.9,124.0,83.7,37.8,1.1,21.5,4.2,50.9,2889.0,57.2,87.3
1011,ind,india,south asia,lower-middle,2023-07-23,2023,7,29,20.59,78.96,1380,8.8,-0.48,28.0,0,0,0,0,74.1,111.0,51.8,21.0,6.8,26.9,1.1,51.3,2889.0,76.7,88.8
1012,ind,india,south asia,lower-middle,2023-07-30,2023,7,30,20.59,78.96,1380,8.42,1.2,95.6,0,0,0,0,105.1,161.0,96.0,38.9,9.7,14.1,0.0,54.5,2889.0,67.4,98.7
1013,ind,india,south asia,lower-middle,2023-08-06,2023,8,31,20.59,78.96,1380,8.29,0.94,110.5,0,0,0,0,99.8,187.0,79.6,33.6,7.6,23.3,0.0,44.7,2894.0,77.0,90.0
1014,ind,india,south asia,lower-middle,2023-08-13,2023,8,32,20.59,78.96,1380,8.21,-0.17,79.2,0,0,0,0,121.6,204.0,95.5,34.6,3.0,29.1,1.0,48.2,2894.0,66.6,98.9
